文部科学省　学校コード一覧,,,,,,,,,,更新日：,2026/5/20
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
A122210001684,A1(幼稚園),22(静岡),2(公),1(本),磐田市立豊岡南幼稚園,静岡県磐田市上神増１４１０,4380115,2020-12-22,,227281,
A122210001693,A1(幼稚園),22(静岡),2(公),1(本),浜松市立佐久間幼稚園,静岡県浜松市天竜区佐久間町半場４７,4313905,2020-12-22,,227322,
A122210001700,A1(幼稚園),22(静岡),2(公),9(廃),浜松市立浦川幼稚園,静岡県浜松市天竜区佐久間町浦川２７９９,4313906,2020-12-22,2025-05-01,227323,
A122210001719,A1(幼稚園),22(静岡),2(公),1(本),浜松市立可美幼稚園,静岡県浜松市中央区増楽町１１９９,4328062,2020-12-22,,227350,
A122210001728,A1(幼稚園),22(静岡),2(公),9(廃),浜松市立舞阪幼稚園,静岡県浜松市中央区舞阪町舞阪２６６８－３３,4310211,2020-12-22,2026-05-01,227360,
A122210001737,A1(幼稚園),22(静岡),2(公),1(本),湖西市立鷲津幼稚園,静岡県湖西市鷲津６５０番地,4310431,2020-12-22,,227380,
A122210001746,A1(幼稚園),22(静岡),2(公),9(廃),湖西市立白須賀幼稚園,静岡県湖西市白須賀４８０４番地の１,4310451,2020-12-22,2024-05-01,227381,
A122210001755,A1(幼稚園),22(静岡),2(公),9(廃),湖西市立新所幼稚園,静岡県湖西市新所２８２０番地,4310421,2020-12-22,2023-05-01,227382,
A122210001764,A1(幼稚園),22(静岡),2(公),9(廃),湖西市立岡崎幼稚園,静岡県湖西市岡崎２５８６番地の３７,4310422,2020-12-22,2021-05-27,227383,A222210000835
A122210001773,A1(幼稚園),22(静岡),2(公),1(本),湖西市立知波田幼稚園,静岡県湖西市大知波５０３番地,4310403,2020-12-22,,227384,
A122210001782,A1(幼稚園),22(静岡),2(公),1(本),浜松市立雄踏幼稚園,静岡県浜松市中央区雄踏町宇布見７４０６,4310102,2020-12-22,,227390,
A122210001791,A1(幼稚園),22(静岡),2(公),1(本),浜松市立西気賀幼稚園,静岡県浜松市浜名区細江町気賀１００５２－４,4311305,2020-12-22,,227400,
A122210001808,A1(幼稚園),22(静岡),2(公),1(本),浜松市立伊目幼稚園,静岡県浜松市浜名区細江町気賀３２０７－１,4311305,2020-12-22,,227401,
A122210001817,A1(幼稚園),22(静岡),2(公),1(本),浜松市立中川幼稚園,静岡県浜松市浜名区細江町中川２４１８－２,4311304,2020-12-22,,227402,
A122210001826,A1(幼稚園),22(静岡),2(公),1(本),浜松市立中央幼稚園,静岡県浜松市浜名区細江町気賀３０４,4311305,2020-12-22,,227403,
A122210001835,A1(幼稚園),22(静岡),2(公),1(本),浜松市立高台幼稚園,静岡県浜松市浜名区細江町中川７１７２－７０１,4311304,2020-12-22,,227404,
A122210001844,A1(幼稚園),22(静岡),2(公),1(本),浜松市立引佐幼稚園,静岡県浜松市浜名区神宮寺町８番４８号,4312216,2020-12-22,,227420,
A122210001853,A1(幼稚園),22(静岡),2(公),1(本),浜松市立奥山幼稚園,静岡県浜松市浜名区引佐町奥山１１１０－１,4312224,2020-12-22,,227427,
A122210001862,A1(幼稚園),22(静岡),2(公),1(本),浜松市立伊平幼稚園,静岡県浜松市浜名区引佐町伊平７７８－１,4312205,2020-12-22,,227428,
A122210001871,A1(幼稚園),22(静岡),2(公),1(本),浜松市立引佐北部みさと幼稚園,静岡県浜松市浜名区引佐町田沢４３２－１,4312536,2020-12-22,,227430,
A122210001880,A1(幼稚園),22(静岡),2(公),1(本),浜松市立金指幼稚園,静岡県浜松市浜名区引佐町金指８６２－３,4312213,2020-12-22,,227433,
A122210001899,A1(幼稚園),22(静岡),2(公),1(本),浜松市立尾奈幼稚園,静岡県浜松市浜名区三ヶ日町下尾奈１４６１－１,4311424,2020-12-22,,227440,
A122210001906,A1(幼稚園),22(静岡),2(公),1(本),浜松市立大崎幼稚園,静岡県浜松市浜名区三ヶ日町大崎１６６５－２０,4311403,2020-12-22,,227443,
A122210001915,A1(幼稚園),22(静岡),2(公),1(本),浜松市立平山幼稚園,静岡県浜松市浜名区三ヶ日町平山２２３－１,4311417,2020-12-22,,227446,
A122210001924,A1(幼稚園),22(静岡),2(公),9(廃),磐田市立豊田北部幼稚園,静岡県磐田市加茂１０２７－２,4380804,2020-12-22,2026-05-01,227450,
A122210001933,A1(幼稚園),22(静岡),2(公),1(本),磐田市立豊田南こども園,静岡県磐田市森下２８０,4380834,2020-12-22,,227451,
A122210001942,A1(幼稚園),22(静岡),2(公),1(本),磐田市立青城こども園,静岡県磐田市中田６１０,4380815,2020-12-22,,227452,
A122210001951,A1(幼稚園),22(静岡),2(公),1(本),磐田市立豊田東幼稚園,静岡県磐田市高見丘６５,4380801,2020-12-22,,227453,
A122210001960,A1(幼稚園),22(静岡),2(公),1(本),磐田市立磐田なかよしこども園,静岡県磐田市中泉２５２２－２,4380078,2020-12-22,,227454,
A122210001979,A1(幼稚園),22(静岡),2(公),1(本),東伊豆町立ひがしいず幼稚園,静岡県賀茂郡東伊豆町奈良本７４５－１４５,4130302,2023-05-01,,,
A122310000013,A1(幼稚園),22(静岡),3(私),1(本),双葉幼稚園,静岡県沼津市下香貫字柿原２８４３－１,4100822,2020-12-22,,227500,
A122310000022,A1(幼稚園),22(静岡),3(私),9(廃),天使幼稚園,静岡県沼津市松長２６３－２,4100874,2020-12-22,2023-05-01,227502,
A122310000031,A1(幼稚園),22(静岡),3(私),1(本),沼津聖マリア幼稚園,静岡県沼津市本郷町１８－３１,4100817,2020-12-22,,227504,
A122310000040,A1(幼稚園),22(静岡),3(私),1(本),ルンビニ幼稚園,静岡県沼津市千本緑町２－７,4100855,2020-12-22,,227505,
A122310000059,A1(幼稚園),22(静岡),3(私),1(本),四恩幼稚園,静岡県沼津市三芳町３－１４,4100038,2020-12-22,,227508,
A122310000068,A1(幼稚園),22(静岡),3(私),1(本),象山幼稚園,静岡県沼津市志下北通り７２－１,4100106,2020-12-22,,227511,
A122310000077,A1(幼稚園),22(静岡),3(私),1(本),耕雲寺幼稚園,静岡県沼津市大岡１０９２,4100022,2020-12-22,,227512,
A122310000086,A1(幼稚園),22(静岡),3(私),1(本),認定こども園あしたか幼稚園,静岡県沼津市西椎路６１０－２,4100303,2020-12-22,,227514,
A122310000095,A1(幼稚園),22(静岡),3(私),9(廃),沼津学園第一幼稚園,静岡県沼津市寿町１６―４０,4100053,2020-12-22,2022-05-01,227515,A222310002083
A122310000102,A1(幼稚園),22(静岡),3(私),1(本),加藤学園幼稚園,静岡県沼津市大岡自由ヶ丘１９７９,4100022,2020-12-22,,227516,
A122310000111,A1(幼稚園),22(静岡),3(私),9(廃),春の木幼稚園,静岡県沼津市東椎路１５４７の１番地,4100302,2020-12-22,2021-05-27,227517,A222310001896
A122310000120,A1(幼稚園),22(静岡),3(私),1(本),沼津学園第二幼稚園,静岡県沼津市大岡字川窪３２２７－１,4100022,2020-12-22,,227518,
A122310000139,A1(幼稚園),22(静岡),3(私),1(本),熱海幼稚園,静岡県熱海市上宿町７番２８号,4130018,2020-12-22,,227530,
A122310000148,A1(幼稚園),22(静岡),3(私),1(本),よつば幼稚園,静岡県三島市大宮町３－２－８,4110035,2020-12-22,,227540,
A122310000157,A1(幼稚園),22(静岡),3(私),1(本),星園幼稚園,静岡県三島市緑町６－１４,4110848,2020-12-22,,227541,
A122310000166,A1(幼稚園),22(静岡),3(私),1(本),桜ケ丘幼稚園,静岡県三島市谷田５２４－１,4110801,2020-12-22,,227543,
A122310000175,A1(幼稚園),22(静岡),3(私),1(本),富士宮東幼稚園,静岡県富士宮市矢立町７８７,4180072,2020-12-22,,227551,
A122310000184,A1(幼稚園),22(静岡),3(私),1(本),富士宮北幼稚園,静岡県富士宮市光町１４－４,4180054,2020-12-22,,227552,
A122310000193,A1(幼稚園),22(静岡),3(私),1(本),にしふじのみや幼稚園,静岡県富士宮市淀川町３－２,4180041,2020-12-22,,227553,
A122310000200,A1(幼稚園),22(静岡),3(私),1(本),西ケ丘幼稚園,静岡県富士宮市西町２７－６,4180056,2020-12-22,,227554,
A122310000219,A1(幼稚園),22(静岡),3(私),1(本),上野幼稚園,静岡県富士宮市下条１７４７,4180114,2020-12-22,,227555,
A122310000228,A1(幼稚園),22(静岡),3(私),1(本),富士宮聖母幼稚園,静岡県富士宮市錦町２－３４,4180076,2020-12-22,,227556,
A122310000237,A1(幼稚園),22(静岡),3(私),1(本),学校法人吉田学園万野幼稚園,静岡県富士宮市万野原新田２９９２－４,4180001,2020-12-22,,227557,
A122310000246,A1(幼稚園),22(静岡),3(私),1(本),学校法人とくのう学園黒田幼稚園,静岡県富士宮市源道寺町６３２,4180074,2020-12-22,,227558,
A122310000255,A1(幼稚園),22(静岡),3(私),1(本),学校法人長橋学園杉田幼稚園,静岡県富士宮市杉田５１７－１,4180021,2020-12-22,,227559,
A122310000264,A1(幼稚園),22(静岡),3(私),1(本),野間自由幼稚園,静岡県伊東市竹の内１丁目３番５７号,4140027,2020-12-22,,227570,
A122310000273,A1(幼稚園),22(静岡),3(私),9(廃),伊東聖母幼稚園,静岡県伊東市桜木町１丁目７番２号,4140013,2020-12-22,2024-05-01,227572,
A122310000282,A1(幼稚園),22(静岡),3(私),1(本),吉原聖母幼稚園,静岡県富士市南町１番３０号,4170026,2020-12-22,,227580,
A122310000291,A1(幼稚園),22(静岡),3(私),1(本),認定こども園鈴川幼稚園,静岡県富士市鈴川東町１６－１７,4170012,2020-12-22,,227581,
A122310000308,A1(幼稚園),22(静岡),3(私),1(本),いまいづみ幼稚園,静岡県富士市今泉５－８－２,4170001,2020-12-22,,227583,
A122310000317,A1(幼稚園),22(静岡),3(私),1(本),神戸幼稚園,静岡県富士市富士見台１－６－８,4170851,2020-12-22,,227587,
A122310000326,A1(幼稚園),22(静岡),3(私),1(本),するが幼稚園,静岡県富士市中島１２２,4160907,2020-12-22,,227592,
A122310000335,A1(幼稚園),22(静岡),3(私),9(廃),富士リズム幼稚園,静岡県富士市伝法１７４０－１,4170061,2020-12-22,2025-05-01,227594,
A122310000344,A1(幼稚園),22(静岡),3(私),1(本),ゆきよし幼稚園,静岡県富士市宮島２５１番地の５,4160945,2020-12-22,,227595,
A122310000353,A1(幼稚園),22(静岡),3(私),1(本),藤田幼稚園,静岡県富士市大渕２９６４－１,4170801,2020-12-22,,227596,
A122310000362,A1(幼稚園),22(静岡),3(私),1(本),富士中央幼稚園,静岡県富士市蓼原１１３番地の１５,4160931,2020-12-22,,227598,
A122310000371,A1(幼稚園),22(静岡),3(私),1(本),富士光明幼稚園,静岡県富士市厚原３８８－８,4190201,2020-12-22,,227599,
A122310000380,A1(幼稚園),22(静岡),3(私),1(本),御殿場聖マリア幼稚園,静岡県御殿場市新橋１５９１,4120043,2020-12-22,,227600,
A122310000399,A1(幼稚園),22(静岡),3(私),1(本),みなみ幼稚園,静岡県御殿場市萩原追分１１９３－１３,4120042,2020-12-22,,227601,
A122310000406,A1(幼稚園),22(静岡),3(私),1(本),エンゼル幼稚園,静岡県駿東郡長泉町下長窪尾尻８０－６,4110934,2020-12-22,,227630,
A122310000415,A1(幼稚園),22(静岡),3(私),1(本),原町幼稚園,静岡県沼津市原１９９－１,4100312,2020-12-22,,227640,
A122310000424,A1(幼稚園),22(静岡),3(私),1(本),光長寺幼稚園,静岡県沼津市岡宮字寺内１０５２－５,4100011,2020-12-22,,227641,
A122310000433,A1(幼稚園),22(静岡),3(私),1(本),沼津あすなろ幼稚園,静岡県沼津市西沢田２４４－２,4100007,2020-12-22,,227645,
A122310000442,A1(幼稚園),22(静岡),3(私),1(本),第二耕雲寺幼稚園,静岡県沼津市大岡２２４２－１４,4100022,2020-12-22,,227646,
A122310000451,A1(幼稚園),22(静岡),3(私),1(本),沼津梅花幼稚園,静岡県沼津市本郷町２３－９,4100817,2020-12-22,,227647,
A122310000460,A1(幼稚園),22(静岡),3(私),1(本),裾野聖母幼稚園,静岡県裾野市岩波下ノ田５３－１２,4101101,2020-12-22,,227660,
A122310000479,A1(幼稚園),22(静岡),3(私),1(本),裾野ひかり幼稚園,静岡県裾野市佐野１７１,4101118,2020-12-22,,227661,
A122310000488,A1(幼稚園),22(静岡),3(私),1(本),千福が丘ひかり幼稚園,静岡県裾野市千福が丘１－１０－１７,4101115,2020-12-22,,227662,
A122310000497,A1(幼稚園),22(静岡),3(私),1(本),静岡聖光幼稚園,静岡県静岡市駿河区馬渕３－１５－２６,4228063,2020-12-22,,227700,
A122310000503,A1(幼稚園),22(静岡),3(私),9(廃),横内幼稚園,静岡県静岡市葵区横内町１０３－１,4200832,2020-12-22,2021-05-27,227701,A222310001841
A122310000512,A1(幼稚園),22(静岡),3(私),1(本),静岡田町幼稚園,静岡県静岡市葵区田町４－６７－３,4200068,2020-12-22,,227705,
A122310000521,A1(幼稚園),22(静岡),3(私),1(本),南八幡幼稚園,静岡県静岡市駿河区南八幡町３番６号,4228074,2020-12-22,,227706,
A122310000530,A1(幼稚園),22(静岡),3(私),1(本),てるみ幼稚園,静岡県静岡市葵区大岩町１２－３７,4200885,2020-12-22,,227710,
A122310000549,A1(幼稚園),22(静岡),3(私),1(本),こまどり幼稚園,静岡県静岡市葵区駒形通４－１３－２０,4200042,2020-12-22,,227711,
A122310000558,A1(幼稚園),22(静岡),3(私),1(本),かえで幼稚園,静岡県静岡市葵区井宮町２０７,4200001,2020-12-22,,227712,
A122310000567,A1(幼稚園),22(静岡),3(私),1(本),静岡聖母幼稚園,静岡県静岡市葵区城内町１－２,4200854,2020-12-22,,227713,
A122310000576,A1(幼稚園),22(静岡),3(私),1(本),桜花幼稚園,静岡県静岡市葵区馬場町７７,4200867,2020-12-22,,227714,
A122310000585,A1(幼稚園),22(静岡),3(私),1(本),丸子幼稚園,静岡県静岡市駿河区丸子６－７－３,4210103,2020-12-22,,227717,
A122310000594,A1(幼稚園),22(静岡),3(私),1(本),八幡聖母幼稚園,静岡県静岡市駿河区八幡４－１０－１４,4228076,2020-12-22,,227718,
A122310000601,A1(幼稚園),22(静岡),3(私),1(本),静岡豊田幼稚園,静岡県静岡市駿河区曲金２－５－２１,4228006,2020-12-22,,227721,
A122310000610,A1(幼稚園),22(静岡),3(私),1(本),リリー幼稚園,静岡県静岡市葵区昭府２－１８－２０,4200871,2020-12-22,,227722,
A122310000629,A1(幼稚園),22(静岡),3(私),1(本),かわはらいづみ幼稚園,静岡県静岡市駿河区みずほ１－１２－１５,4210115,2020-12-22,,227723,
A122310000638,A1(幼稚園),22(静岡),3(私),1(本),麻機幼稚園,静岡県静岡市葵区南２－８－４１,4200956,2020-12-22,,227729,
A122310000647,A1(幼稚園),22(静岡),3(私),1(本),静岡南幼稚園,静岡県静岡市駿河区中田本町３０番１号,4228043,2020-12-22,,227735,
A122310000656,A1(幼稚園),22(静岡),3(私),1(本),静岡精華幼稚園,静岡県静岡市葵区鷹匠３－１１－２４,4200839,2020-12-22,,227736,
A122310000665,A1(幼稚園),22(静岡),3(私),1(本),大里東幼稚園,静岡県静岡市駿河区高松２５２６－２,4228034,2020-12-22,,227741,
A122310000674,A1(幼稚園),22(静岡),3(私),1(本),第一ひかり幼稚園,静岡県静岡市葵区与一５－３－２５,4200949,2020-12-22,,227745,
A122310000683,A1(幼稚園),22(静岡),3(私),1(本),学校法人リズミー学園幼稚園,静岡県静岡市駿河区小鹿１０７１,4228021,2020-12-22,,227746,
A122310000692,A1(幼稚園),22(静岡),3(私),9(廃),梨花幼稚園,静岡県静岡市駿河区下川原２丁目３３番１５号,4210113,2020-12-22,2023-05-01,227749,A222310002172
A122310000709,A1(幼稚園),22(静岡),3(私),1(本),さくら幼稚園,静岡県静岡市清水区入江南町１５ー１９,4240832,2020-12-22,,227770,
A122310000718,A1(幼稚園),22(静岡),3(私),1(本),江尻幼稚園,静岡県静岡市清水区二の丸町２番７号,4240811,2020-12-22,,227773,
A122310000727,A1(幼稚園),22(静岡),3(私),1(本),日本平幼稚園,静岡県静岡市清水区村松３８３４,4240926,2020-12-22,,227778,
A122310000736,A1(幼稚園),22(静岡),3(私),9(廃),有度幼稚園,静岡県静岡市清水区草薙一里山１－１１,4240884,2020-12-22,2024-05-01,227783,A222310002305
A122310000745,A1(幼稚園),22(静岡),3(私),1(本),八坂幼稚園,静岡県静岡市清水区八坂東二丁目４－２８,4240024,2020-12-22,,227784,
A122310000754,A1(幼稚園),22(静岡),3(私),1(本),船原幼稚園,静岡県静岡市清水区船原１ー３４８ー１２,4240845,2020-12-22,,227785,
A122310000763,A1(幼稚園),22(静岡),3(私),1(本),静岡サレジオ幼稚園,静岡県静岡市清水区中之郷３－２－１,4248624,2020-12-22,,227787,
A122310000772,A1(幼稚園),22(静岡),3(私),1(本),島田南幼稚園,静岡県島田市横井４－２－１５,4270024,2020-12-22,,227822,
A122310000781,A1(幼稚園),22(静岡),3(私),9(廃),認定こども園伊久身幼稚園,静岡県島田市身成３３２－１,4270233,2020-12-22,2024-05-01,227824,
A122310000790,A1(幼稚園),22(静岡),3(私),1(本),島田北幼稚園,静岡県島田市野田１２５１－１,4270007,2020-12-22,,227825,
A122310000807,A1(幼稚園),22(静岡),3(私),1(本),六合幼稚園,静岡県島田市道悦２－２７－１１,4270019,2020-12-22,,227827,
A122310000816,A1(幼稚園),22(静岡),3(私),1(本),認定こども園五和幼稚園,静岡県島田市島５５０番地の６,4280007,2020-12-22,,227828,
A122310000825,A1(幼稚園),22(静岡),3(私),1(本),学校法人相愛学園焼津幼稚園,静岡県焼津市焼津５－４－２,4250026,2020-12-22,,227840,
A122310000834,A1(幼稚園),22(静岡),3(私),1(本),新屋幼稚園,静岡県焼津市本町１－１－１０,4250022,2020-12-22,,227841,
A122310000843,A1(幼稚園),22(静岡),3(私),1(本),西町幼稚園,静岡県焼津市大村１－１２,4250082,2020-12-22,,227842,
A122310000852,A1(幼稚園),22(静岡),3(私),1(本),小川幼稚園,静岡県焼津市東小川６丁目２１番４号,4250035,2020-12-22,,227843,
A122310000861,A1(幼稚園),22(静岡),3(私),1(本),みなと幼稚園,静岡県焼津市中港１－７－２３,4250021,2020-12-22,,227844,
